Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Αρχή Καταπολέμησης της Νομιμοποίησης Εσόδων από Εγκληματικές Δραστηριότητες» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Οικονομικών",1.185.000,,
21,"Παροχές σε εργαζομένους",755.000,,
24,"Αγορές αγαθών και υπηρεσιών",402.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",28.000,,
1023-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Εθνικό Συμβούλιο Ραδιοτηλεόρασης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Οικονομικών",2.260.000,,
21,"Παροχές σε εργαζομένους",1.550.000,,
23,"Μεταβιβάσεις",23.000,,
24,"Αγορές αγαθών και υπηρεσιών",373.000,,
29,"Πιστώσεις υπό κατανομή",300.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",14.000,,
1023-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Οικονομικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",2.000.000,,
29,"Πιστώσεις υπό κατανομή 2.000.000 STOP Σύνολο:",2.000.000,,
1023-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Οικονομικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",24.000.000,,
21,"Παροχές σε εργαζομένους",44.223.000,,
23,"Μεταβιβάσεις",209.968.000,,
24,"Αγορές αγαθών και υπηρεσιών",11.219.000,,
29,"Πιστώσεις υπό κατανομή",2.463.000,,
1029-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων",2.039.000,,
21,"Παροχές σε εργαζομένους",1.009.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.012.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",18.000,,
1029-202-0000000,"Γενική Γραμματεία Αγροτικής Πολιτικής και Διαχείρισης Κοινοτικών Πόρων",145.109.000,,
21,"Παροχές σε εργαζομένους",7.469.000,,
23,"Μεταβιβάσεις",135.511.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.998.000,,
29,"Πιστώσεις υπό κατανομή",45.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",86.000,,
1029-203-0000000,"Γενική Γραμματεία Αγροτικής Ανάπτυξης και Τροφίμων",27.701.000,,
21,"Παροχές σε εργαζομένους",18.111.000,,
23,"Μεταβιβάσεις",2.866.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.719.000,,
29,"Πιστώσεις υπό κατανομή",700.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.305.000,,
1029-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",94.624.000,,
21,"Παροχές σε εργαζομένους",17.634.000,,
23,"Μεταβιβάσεις",71.591.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.490.000,,
29,"Πιστώσεις υπό κατανομή",1.718.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 191.000 STOP Σύνολο:",269.473.000,,
1029-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",2.000.000,,
29,"Πιστώσεις υπό κατανομή 2.000.000 STOP Σύνολο:",2.000.000,,
1029-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",800.000.000,,
21,"Παροχές σε εργαζομένους",22.698.000,,
22,"Κοινωνικές παροχές",2.897.000,,
23,"Μεταβιβάσεις",52.485.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.915.000,,
29,"Πιστώσεις υπό κατανομή",6.680.000,,
1031-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Περιβάλλοντος και Ενέργειας",2.562.000,,
21,"Παροχές σε εργαζομένους",1.500.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.038.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",24.000,,
1031-203-0000000,"Γενική Γραμματεία Χωρικού Σχεδιασμού & Αστικού Περιβάλλοντος",5.451.000,,
21,"Παροχές σε εργαζομένους",4.360.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.067.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",24.000,,
1031-204-0000000,"Γενική Γραμματεία Ενέργειας και Ορυκτών Πρώτων Υλών",32.702.000,,
21,"Παροχές σε εργαζομένους",2.527.000,,
22,"Κοινωνικές παροχές",2.897.000,,
23,"Μεταβιβάσεις",26.140.000,,
24,"Αγορές αγαθών και υπηρεσιών",721.000,,
29,"Πιστώσεις υπό κατανομή",400.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",17.000,,
1031-207-0000000,"Γενική Γραμματεία Φυσικού Περιβάλλοντος και Υδάτων",39.524.000,,
21,"Παροχές σε εργαζομένους",5.740.000,,
23,"Μεταβιβάσεις",26.345.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.136.000,,
29,"Πιστώσεις υπό κατανομή",6.280.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",23.000,,
1031-208-0000000,"Γενική Γραμματεία Συντονισμού Διαχείρισης Αποβλήτων",488.000,,
21,"Παροχές σε εργαζομένους",227.000,,
24,"Αγορές αγαθών και υπηρεσιών",252.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",9.000,,
1031-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Περιβάλλοντος και Ενέργειας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",10.078.000,,
21,"Παροχές σε εργαζομένους",8.344.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.701.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 33.000 STOP Σύνολο:",90.805.000,,
1031-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Περιβάλλοντος και Ενέργειας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",20.000.000,,
29,"Πιστώσεις υπό κατανομή 20.000.000 STOP Σύνολο:",20.000.000,,
1031-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Περιβάλλοντος και Ενέργειας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",550.000.000,,
21,"Παροχές σε εργαζομένους",81.273.000,,
22,"Κοινωνικές παροχές",26.140.000,,
23,"Μεταβιβάσεις",19.225.909.000,,
24,"Αγορές αγαθών και υπηρεσιών",7.242.000,,
29,"Πιστώσεις υπό κατανομή",130.826.000,,
1033-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εργασίας και Κοινωνικών Υποθέσεων",2.271.000,,
21,"Παροχές σε εργαζομένους",2.271.000,,
1033-202-0000000,"Γενική Γραμματεία Κοινωνικής Αλληλεγγύης και Καταπολέμησης της Φτώχειας",3.310.652.000,,
21,"Παροχές σε εργαζομένους",1.890.000,,
22,"Κοινωνικές παροχές",26.140.000,,
23,"Μεταβιβάσεις",3.280.732.000,,
24,"Αγορές αγαθών και υπηρεσιών",150.000,,
29,"Πιστώσεις υπό κατανομή",1.740.000,,
1033-203-0000000,"Γενική Γραμματεία Κοινωνικών Ασφαλίσεων",15.565.344.000,,
21,"Παροχές σε εργαζομένους",1.748.000,,
23,"Μεταβιβάσεις",15.434.510.000,,
29,"Πιστώσεις υπό κατανομή",129.086.000,,
1033-207-0000000,"Γενική Γραμματεία Οικογενειακής Πολιτικής και Ισότητας των Φύλων",2.014.000,,
21,"Παροχές σε εργαζομένους",1.354.000,,
23,"Μεταβιβάσεις",660.000,,
1033-208-0000000,"Γενική Γραμματεία Εργασίας",529.377.000,,
21,"Παροχές σε εργαζομένους",21.658.000,,
23,"Μεταβιβάσεις",505.005.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.702.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",12.000,,
1033-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εργασίας και Κοινωνικών Υποθέσεων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",18.362.000,,
21,"Παροχές σε εργαζομένους",8.572.000,,
23,"Μεταβιβάσεις",5.002.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.390.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",398.000,,
1033-901-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων ΝΠΔΔ της Πρόνοιας που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Εργασίας και Κοινωνικών Υποθέσεων (εκτός επιχορήγησης)",43.780.000,,
21,"Παροχές σε εργαζομένους 43.780.000 STOP Σύνολο:",19.471.800.000,,
1033-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εργασίας και Κοινωνικών Υποθέσεων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",20.000.000,,
29,"Πιστώσεις υπό κατανομή 20.000.000 STOP Σύνολο:",20.000.000,,
1033-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εργασίας και Κοινωνικών Υποθέσεων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",400.000.000,,
21,"Παροχές σε εργαζομένους",34.412.000,,
23,"Μεταβιβάσεις",117.480.000,,
24,"Αγορές αγαθών και υπηρεσιών",6.640.000,,
29,"Πιστώσεις υπό κατανομή",177.000,,
1035-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Ανάπτυξης και Επενδύσεων",2.579.000,,
21,"Παροχές σε εργαζομένους",2.402.000,,
24,"Αγορές αγαθών και υπηρεσιών",177.000,,
1035-203-0000000,"Γενική Γραμματεία Δημοσίων Επενδύσεων και Εταιρικού Συμφώνου για το Πλαίσιο Ανάπτυξης (ΕΣΠΑ)",2.579.000,,
21,"Παροχές σε εργαζομένους",2.579.000,,
1035-204-0000000,"Γενική Γραμματεία Βιομηχανίας",6.135.000,,
21,"Παροχές σε εργαζομένους",4.112.000,,
23,"Μεταβιβάσεις",1.900.000,,
24,"Αγορές αγαθών και υπηρεσιών",123.000,,
1035-205-0000000,"Γενική Γραμματεία Εμπορίου και Προστασίας Καταναλωτή",7.793.000,,
21,"Παροχές σε εργαζομένους",6.802.000,,
23,"Μεταβιβάσεις",151.000,,
24,"Αγορές αγαθών και υπηρεσιών",715.000,,
29,"Πιστώσεις υπό κατανομή",125.000,,
1035-210-0000000,"Γενική Γραμματεία Ιδιωτικών Επενδύσεων και Συμπράξεων Δημόσιου και Ιδιωτικού Τομέα",3.224.000,,
21,"Παροχές σε εργαζομένους",3.224.000,,
1035-212-0000000,"Γενική Γραμματεία Έρευνας και Τεχνολογίας",118.623.000,,
21,"Παροχές σε εργαζομένους",2.370.000,,
23,"Μεταβιβάσεις",114.994.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.144.000,,
29,"Πιστώσεις υπό κατανομή",2.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",113.000,,
1035-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ανάπτυξης και Επενδύσεων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",13.214.000,,
21,"Παροχές σε εργαζομένους",9.178.000,,
23,"Μεταβιβάσεις",435.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.601.000,,
1035-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Συνήγορος του Καταναλωτή που καλύπτονται από τον προϋπολογισμό του Υπουργείου Ανάπτυξης και Επενδύσεων",1.834.000,,
21,"Παροχές σε εργαζομένους",1.460.000,,
24,"Αγορές αγαθών και υπηρεσιών",300.000,,
29,"Πιστώσεις υπό κατανομή",50.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",24.000,,
1035-901-0000000,"Δαπάνες του νομικού προσώπου Ελληνική Επιτροπή Ατομικής Ενέργειας που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Ανάπτυξης και Επενδύσεων (εκτός επιχορήγησης)",1.480.000,,
21,"Παροχές σε εργαζομένους",900.000,,
24,"Αγορές αγαθών και υπηρεσιών",580.000,,
1035-902-0000000,"Δαπάνες του νομικού προσώπου Ελληνικό Κέντρο Θαλασσίων Ερευνών που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Ανάπτυξης και Επενδύσεων (εκτός επιχορήγησης)",863.000,,
21,"Παροχές σε εργαζομένους",863.000,,
1035-903-0000000,"Δαπάνες του νομικού προσώπου Εθνικό Αστεροσκοπείο Αθηνών που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Ανάπτυξης και Επενδύσεων (εκτός επιχορήγησης)",522.000,,
21,"Παροχές σε εργαζομένους 522.000 STOP Σύνολο:",158.846.000,,
1035-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ανάπτυξης και Επενδύσεων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",281.000.000,,
29,"Πιστώσεις υπό κατανομή 281.000.000 STOP Σύνολο:",281.000.000,,
1035-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ανάπτυξης και Επενδύσεων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",1.980.000.000,,
21,"Παροχές σε εργαζομένους",146.764.000,,
22,"Κοινωνικές παροχές",189.000,,
23,"Μεταβιβάσεις",278.611.000,,
24,"Αγορές αγαθών και υπηρεσιών",35.515.000,,
25,"Επιδοτήσεις",62.000.000,,
27,"Λοιπές δαπάνες",30.000,,
29,"Πιστώσεις υπό κατανομή",32.000,,
1039-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Υποδομών και Μεταφορών",1.987.000,,
21,"Παροχές σε εργαζομένους",1.536.000,,
24,"Αγορές αγαθών και υπηρεσιών",449.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1039-202-0000000,"Γενική Γραμματεία Υποδομών",103.050.000,,
21,"Παροχές σε εργαζομένους",27.312.000,,
22,"Κοινωνικές παροχές",59.000,,
23,"Μεταβιβάσεις",71.107.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.569.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1039-203-0000000,"Γενική Γραμματεία Μεταφορών",272.342.000,,
21,"Παροχές σε εργαζομένους",5.663.000,,
22,"Κοινωνικές παροχές",58.000,,
23,"Μεταβιβάσεις",199.371.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.164.000,,
25,"Επιδοτήσεις",62.000.000,,
29,"Πιστώσεις υπό κατανομή",27.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",59.000,,
1039-401-0000000,"Υπηρεσία Πολιτικής Αεροπορίας",142.079.000,,
21,"Παροχές σε εργαζομένους",101.147.000,,
22,"Κοινωνικές παροχές",15.000,,
23,"Μεταβιβάσεις",7.850.000,,
24,"Αγορές αγαθών και υπηρεσιών",22.845.000,,
27,"Λοιπές δαπάνες",30.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",10.192.000,,
1039-402-0000000,"Υπηρεσία Οδικών Τελών",570.000,,
21,"Παροχές σε εργαζομένους",504.000,,
24,"Αγορές αγαθών και υπηρεσιών",66.000,,
1039-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υποδομών και Μεταφορών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",12.227.000,,
21,"Παροχές σε εργαζομένους",9.542.000,,
22,"Κοινωνικές παροχές",57.000,,
23,"Μεταβιβάσεις",280.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.958.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",390.000,,
1039-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Επιτροπή Διερεύνησης Ατυχημάτων και Ασφάλειας Πτήσεων» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Υποδομών και Μεταφορών",645.000,,
21,"Παροχές σε εργαζομένους",406.000,,
23,"Μεταβιβάσεις",3.000,,
24,"Αγορές αγαθών και υπηρεσιών",183.000,,
29,"Πιστώσεις υπό κατανομή",5.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",48.000,,
1039-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Ρυθμιστική Αρχή Σιδηροδρόμων» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Υποδομών και Μεταφορών",967.000,,
21,"Παροχές σε εργαζομένους",654.000,,
24,"Αγορές αγαθών και υπηρεσιών",281.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 32.000 STOP Σύνολο:",533.867.000,,
1039-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υποδομών και Μεταφορών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",122.000.000,,
29,"Πιστώσεις υπό κατανομή 122.000.000 STOP Σύνολο:",122.000.000,,
1039-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υποδομών και Μεταφορών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",1.345.000.000,,
21,"Παροχές σε εργαζομένους",227.700.000,,
22,"Κοινωνικές παροχές",6.000.000,,
23,"Μεταβιβάσεις",3.670.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.590.000,,
25,"Επιδοτήσεις",9.000.000,,
29,"Πιστώσεις υπό κατανομή",645.000,,
1041-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",1.130.000,,
21,"Παροχές σε εργαζομένους",1.010.000,,
24,"Αγορές αγαθών και υπηρεσιών",116.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",4.000,,
1041-202-0000000,"Γενική Γραμματεία Λιμένων  Λιμενικής Πολιτικής και Ναυτιλιακών Επενδύσεων",605.000,,
23,"Μεταβιβάσεις",600.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1041-203-0000000,"Γενική Γραμματεία Αιγαίου και Νησιωτικής Πολιτικής",2.802.000,,
21,"Παροχές σε εργαζομένους",2.360.000,,
23,"Μεταβιβάσεις",2.000,,
24,"Αγορές αγαθών και υπηρεσιών",388.000,,
29,"Πιστώσεις υπό κατανομή",20.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",32.000,,
1041-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",6.740.000,,
21,"Παροχές σε εργαζομένους",6.373.000,,
23,"Μεταβιβάσεις",150.000,,
24,"Αγορές αγαθών και υπηρεσιών",188.000,,
29,"Πιστώσεις υπό κατανομή",25.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",4.000,,
1041-502-0000000,"Αρχηγείο Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής",252.900.000,,
21,"Παροχές σε εργαζομένους",217.957.000,,
22,"Κοινωνικές παροχές",6.000.000,,
23,"Μεταβιβάσεις",2.835.000,,
24,"Αγορές αγαθών και υπηρεσιών",16.353.000,,
25,"Επιδοτήσεις",9.000.000,,
29,"Πιστώσεις υπό κατανομή",600.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",155.000,,
1041-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",2.623.000,,
23,"Μεταβιβάσεις",83.000,,
24,"Αγορές αγαθών και υπηρεσιών 2.540.000 STOP Σύνολο:",266.800.000,,
1041-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",100.000.000,,
29,"Πιστώσεις υπό κατανομή 100.000.000 STOP Σύνολο:",100.000.000,,
1041-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",40.000.000,,
21,"Παροχές σε εργαζομένους",15.150.000,,
22,"Κοινωνικές παροχές",425.000,,
23,"Μεταβιβάσεις",14.270.000,,
24,"Αγορές αγαθών και υπηρεσιών",6.335.000,,
1045-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Τουρισμού",1.270.000,,
21,"Παροχές σε εργαζομένους",800.000,,
24,"Αγορές αγαθών και υπηρεσιών",470.000,,
1045-202-0000000,"Γενική Γραμματεία Τουριστικής Πολιτικής & Ανάπτυξης",7.180.000,,
21,"Παροχές σε εργαζομένους",6.750.000,,
24,"Αγορές αγαθών και υπηρεσιών",430.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",28.230.000,,
21,"Παροχές σε εργαζομένους",7.600.000,,
22,"Κοινωνικές παροχές",425.000,,
23,"Μεταβιβάσεις",14.270.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.435.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 500.000 STOP Σύνολο:",36.680.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",8.000.000,,
29,"Πιστώσεις υπό κατανομή 8.000.000 STOP Σύνολο:",8.000.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",25.000.000,,
21,"Παροχές σε εργαζομένους",2.110.950.000,,
22,"Κοινωνικές παροχές",9.326.000,,
23,"Μεταβιβάσεις",17.539.000,,
24,"Αγορές αγαθών και υπηρεσιών",220.929.000,,
29,"Πιστώσεις υπό κατανομή",412.000,,
1047-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Προστασίας του Πολίτη",7.858.000,,
21,"Παροχές σε εργαζομένους",7.858.000,,
1047-201-0000000,"Γενική Γραμματεία Δημόσιας Τάξης",1.704.866.000,,
21,"Παροχές σε εργαζομένους",1.565.007.000,,
22,"Κοινωνικές παροχές",2.200.000,,
23,"Μεταβιβάσεις",2.050.000,,
24,"Αγορές αγαθών και υπηρεσιών",131.712.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.897.000,,
1047-202-0000000,"Γενική Γραμματεία Πολιτικής Προστασίας",448.373.000,,
21,"Παροχές σε εργαζομένους",383.049.000,,
22,"Κοινωνικές παροχές",101.000,,
23,"Μεταβιβάσεις",192.000,,
24,"Αγορές αγαθών και υπηρεσιών",63.329.000,,
29,"Πιστώσεις υπό κατανομή",352.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.350.000,,
1047-203-0000000,"Γενική Γραμματεία Μεταναστευτικής Πολιτικής  Υποδοχής και Ασύλου",35.555.000,,
21,"Παροχές σε εργαζομένους",16.157.000,,
23,"Μεταβιβάσεις",15.180.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.150.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.068.000,,
1047-204-0000000,"Γενική Γραμματεία Αντεγκληματικής Πολιτικής",120.887.000,,
21,"Παροχές σε εργαζομένους",108.409.000,,
22,"Κοινωνικές παροχές",25.000,,
23,"Μεταβιβάσεις",117.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.266.000,,
29,"Πιστώσεις υπό κατανομή",60.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",10.000,,
