Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
29,"Πιστώσεις υπό κατανομή",34.500.000,,
1036-210-0000000,"Γενική Γραμματεία Ιδιωτικών Επενδύσεων",120.000.000,,
29,"Πιστώσεις υπό κατανομή",120.000.000,,
1036-212-0000000,"Γενική Γραμματεία Έρευνας και Καινοτομίας",183.000.000,,
29,"Πιστώσεις υπό κατανομή",183.000.000,,
1036-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ανάπτυξης  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",63.000.000,,
21,"Παροχές σε εργαζομένους",125.154.000,,
22,"Κοινωνικές παροχές",491.000,,
23,"Μεταβιβάσεις",638.422.000,,
24,"Αγορές αγαθών και υπηρεσιών",42.804.000,,
25,"Επιδοτήσεις",62.000.000,,
27,"Λοιπές δαπάνες",20.000,,
1039-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Υποδομών και Μεταφορών",2.598.000,,
21,"Παροχές σε εργαζομένους",1.573.000,,
24,"Αγορές αγαθών και υπηρεσιών",987.000,,
31,"Πάγια περιουσιακά στοιχεία",38.000,,
1039-202-0000000,"Γενική Γραμματεία Υποδομών",57.556.000,,
21,"Παροχές σε εργαζομένους",17.710.000,,
22,"Κοινωνικές παροχές",308.000,,
23,"Μεταβιβάσεις",34.687.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.813.000,,
31,"Πάγια περιουσιακά στοιχεία",38.000,,
1039-203-0000000,"Γενική Γραμματεία Μεταφορών",677.054.000,,
21,"Παροχές σε εργαζομένους",7.100.000,,
22,"Κοινωνικές παροχές",76.000,,
23,"Μεταβιβάσεις",603.072.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.726.000,,
25,"Επιδοτήσεις",62.000.000,,
31,"Πάγια περιουσιακά στοιχεία",80.000,,
1039-401-0000000,"Υπηρεσία Πολιτικής Αεροπορίας",129.586.000,,
21,"Παροχές σε εργαζομένους",89.818.000,,
22,"Κοινωνικές παροχές",30.000,,
23,"Μεταβιβάσεις",660.000,,
24,"Αγορές αγαθών και υπηρεσιών",27.818.000,,
27,"Λοιπές δαπάνες",20.000,,
31,"Πάγια περιουσιακά στοιχεία",11.240.000,,
1039-402-0000000,"Υπηρεσία Οδικών Τελών",1.228.000,,
21,"Παροχές σε εργαζομένους",448.000,,
24,"Αγορές αγαθών και υπηρεσιών",410.000,,
31,"Πάγια περιουσιακά στοιχεία",370.000,,
1039-403-0000000,"Εθνικός Οργανισμός Διερεύνησης Αεροπορικών και Σιδηροδρομικών Ατυχημάτων και Ασφάλειας Μεταφορών",1.295.000,,
21,"Παροχές σε εργαζομένους",605.000,,
23,"Μεταβιβάσεις",3.000,,
24,"Αγορές αγαθών και υπηρεσιών",636.000,,
31,"Πάγια περιουσιακά στοιχεία",51.000,,
1039-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υποδομών και Μεταφορών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",11.066.000,,
21,"Παροχές σε εργαζομένους",6.886.000,,
22,"Κοινωνικές παροχές",77.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.033.000,,
31,"Πάγια περιουσιακά στοιχεία",1.070.000,,
1039-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Ρυθμιστική Αρχή Σιδηροδρόμων» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Υποδομών και Μεταφορών",1.427.000,,
21,"Παροχές σε εργαζομένους",1.014.000,,
24,"Αγορές αγαθών και υπηρεσιών",381.000,,
31,"Πάγια περιουσιακά στοιχεία",32.000,,
1039-202-0000000,"Γενική Γραμματεία Υποδομών",493.635.000,,
29,"Πιστώσεις υπό κατανομή",493.635.000,,
1039-203-0000000,"Γενική Γραμματεία Μεταφορών",180.320.000,,
29,"Πιστώσεις υπό κατανομή",180.320.000,,
1039-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υποδομών και Μεταφορών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",6.045.000,,
29,"Πιστώσεις υπό κατανομή",6.045.000,,
1039-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Υποδομών και Μεταφορών",393.000.000,,
29,"Πιστώσεις υπό κατανομή 393.000.000 STOP Σύνολο:",1.073.000.000,,
1039-202-0000000,"Γενική Γραμματεία Υποδομών",547.245.000,,
29,"Πιστώσεις υπό κατανομή",547.245.000,,
1039-203-0000000,"Γενική Γραμματεία Μεταφορών",192.740.000,,
29,"Πιστώσεις υπό κατανομή",192.740.000,,
1039-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υποδομών και Μεταφορών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",15.000,,
21,"Παροχές σε εργαζομένους",276.243.000,,
22,"Κοινωνικές παροχές",8.120.000,,
23,"Μεταβιβάσεις",4.545.000,,
24,"Αγορές αγαθών και υπηρεσιών",43.094.000,,
29,"Πιστώσεις υπό κατανομή",4.000.000,,
1041-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",1.579.000,,
21,"Παροχές σε εργαζομένους",1.384.000,,
24,"Αγορές αγαθών και υπηρεσιών",190.000,,
31,"Πάγια περιουσιακά στοιχεία",5.000,,
1041-202-0000000,"Γενική Γραμματεία Ναυτιλίας και Λιμένων",8.216.000,,
21,"Παροχές σε εργαζομένους",7.283.000,,
23,"Μεταβιβάσεις",800.000,,
24,"Αγορές αγαθών και υπηρεσιών",133.000,,
1041-202-9900000,"Αρχηγείο Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής",311.062.000,,
21,"Παροχές σε εργαζομένους",264.990.000,,
22,"Κοινωνικές παροχές",8.120.000,,
23,"Μεταβιβάσεις",3.332.000,,
24,"Αγορές αγαθών και υπηρεσιών",29.935.000,,
29,"Πιστώσεις υπό κατανομή",4.000.000,,
31,"Πάγια περιουσιακά στοιχεία",685.000,,
1041-202-9900101,"Κεντρικό Λιμεναρχείο Πειραιά",18.500,,
31,"Πάγια περιουσιακά στοιχεία",18.500,,
1041-202-9900103,"Κεντρικό Λιμεναρχείο Ελευσίνας",2.850,,
31,"Πάγια περιουσιακά στοιχεία",2.850,,
1041-202-9900104,"Κεντρικό Λιμεναρχείο Λαυρίου",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.000,,
1041-202-9900105,"Λιμεναρχείο Σαρωνικού",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.000,,
1041-202-9900107,"Λιμεναρχείο Αίγινας",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.000,,
1041-202-9900109,"Λιμεναρχείο Ύδρας",1.900,,
31,"Πάγια περιουσιακά στοιχεία",1.900,,
1041-202-9900110,"Λιμεναρχείο Πόρου",5.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1041-202-9900201,"Κεντρικό Λιμεναρχείο Θεσσαλονίκης",14.700,,
31,"Πάγια περιουσιακά στοιχεία",14.700,,
1041-202-9900203,"Κεντρικό Λιμεναρχείο Αλεξανδρούπολης",30.000,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
1041-202-9900205,"Λιμεναρχείο Ιερισσού",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-202-9900302,"Κεντρικό Λιμεναρχείο Κέρκυρας",28.800,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
31,"Πάγια περιουσιακά στοιχεία",3.800,,
1041-202-9900303,"Λιμεναρχείο Πρέβεζας",4.700,,
31,"Πάγια περιουσιακά στοιχεία",4.700,,
1041-202-9900304,"Λιμεναρχείο Λευκάδας",2.850,,
31,"Πάγια περιουσιακά στοιχεία",2.850,,
1041-202-9900305,"Λιμεναρχείο Ιθάκης",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-202-9900306,"Λιμεναρχείο Κεφαλληνίας",22.000,,
24,"Αγορές αγαθών και υπηρεσιών",22.000,,
1041-202-9900307,"Λιμεναρχείο Ζακύνθου",22.000,,
24,"Αγορές αγαθών και υπηρεσιών",22.000,,
1041-202-9900402,"Κεντρικό Λιμεναρχείο Χαλκίδας",25.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
1041-202-9900403,"Λιμεναρχείο Στυλίδας",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-202-9900404,"Λιμεναρχείο Αιδηψού",14.000,,
24,"Αγορές αγαθών και υπηρεσιών",14.000,,
1041-202-9900405,"Λιμεναρχείο Καρύστου",30.000,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
1041-202-9900406,"Λιμεναρχείο Κύμης",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-202-9900407,"Λιμεναρχείο Σκιάθου",30.000,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
1041-202-9900503,"Λιμεναρχείο Ναυπλίου",18.000,,
24,"Αγορές αγαθών και υπηρεσιών",18.000,,
1041-202-9900504,"Λιμεναρχείο Νεάπολης Βοιών",25.850,,
24,"Αγορές αγαθών και υπηρεσιών",23.000,,
31,"Πάγια περιουσιακά στοιχεία",2.850,,
1041-202-9900505,"Λιμεναρχείο Γυθείου",56.000,,
24,"Αγορές αγαθών και υπηρεσιών",56.000,,
1041-202-9900506,"Λιμεναρχείο Πύλου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-202-9900507,"Λιμεναρχείο Κατακόλου",4.750,,
31,"Πάγια περιουσιακά στοιχεία",4.750,,
1041-202-9900510,"Λιμεναρχείο Μεσολογγίου",9.500,,
31,"Πάγια περιουσιακά στοιχεία",9.500,,
1041-202-9900601,"Λιμεναρχείο Σύρου",31.650,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
31,"Πάγια περιουσιακά στοιχεία",6.650,,
1041-202-9900602,"Λιμεναρχείο Πάρου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-202-9900603,"Λιμεναρχείο Νάξου",34.750,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
31,"Πάγια περιουσιακά στοιχεία",4.750,,
1041-202-9900604,"Λιμεναρχείο Άνδρου",27.000,,
24,"Αγορές αγαθών και υπηρεσιών",27.000,,
1041-202-9900605,"Λιμεναρχείο Μήλου",22.350,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
31,"Πάγια περιουσιακά στοιχεία",7.350,,
1041-202-9900607,"Λιμεναρχείο Ίου",20.800,,
24,"Αγορές αγαθών και υπηρεσιών",17.000,,
31,"Πάγια περιουσιακά στοιχεία",3.800,,
1041-202-9900608,"Λιμεναρχείο Τήνου",12.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.000,,
1041-202-9900609,"Λιμεναρχείο Μυκόνου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-202-9900701,"Κεντρικό Λιμεναρχείο Ηρακλείου",26.050,,
24,"Αγορές αγαθών και υπηρεσιών",13.000,,
31,"Πάγια περιουσιακά στοιχεία",13.050,,
1041-202-9900702,"Κεντρικό Λιμεναρχείο Χανίων",5.800,,
24,"Αγορές αγαθών και υπηρεσιών",2.000,,
31,"Πάγια περιουσιακά στοιχεία",3.800,,
1041-202-9900703,"Λιμεναρχείο Ρεθύμνου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-202-9900704,"Λιμεναρχείο Αγίου Νικολάου",25.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
1041-202-9900706,"Λιμεναρχείο Ιεράπετρας",18.950,,
24,"Αγορές αγαθών και υπηρεσιών",18.000,,
31,"Πάγια περιουσιακά στοιχεία",950,,
1041-202-9900801,"Κεντρικό Λιμεναρχείο Ρόδου",57.000,,
24,"Αγορές αγαθών και υπηρεσιών",57.000,,
1041-202-9900803,"Λιμεναρχείο Πάτμου",62.000,,
24,"Αγορές αγαθών και υπηρεσιών",62.000,,
1041-202-9900804,"Λιμεναρχείο Λέρου",37.000,,
24,"Αγορές αγαθών και υπηρεσιών",37.000,,
1041-202-9900805,"Λιμεναρχείο Καλύμνου",24.750,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
31,"Πάγια περιουσιακά στοιχεία",4.750,,
1041-202-9900806,"Λιμεναρχείο Σύμης",2.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.000,,
1041-202-9900807,"Λιμεναρχείου Καρπάθου",21.900,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
31,"Πάγια περιουσιακά στοιχεία",1.900,,
1041-202-9900901,"Κεντρικό Λιμεναρχείο Μυτιλήνης",21.900,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
31,"Πάγια περιουσιακά στοιχεία",1.900,,
1041-202-9900902,"Κεντρικό Λιμεναρχείο Χίου",35.000,,
24,"Αγορές αγαθών και υπηρεσιών",35.000,,
1041-202-9900903,"Λιμεναρχείο Σάμου",35.700,,
24,"Αγορές αγαθών και υπηρεσιών",26.000,,
31,"Πάγια περιουσιακά στοιχεία",9.700,,
1041-202-9900904,"Λιμεναρχείο Μύρινας",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.000,,
1041-203-0000000,"Γενική Γραμματεία Αιγαίου και Νησιωτικής Πολιτικής",3.080.000,,
21,"Παροχές σε εργαζομένους",2.586.000,,
23,"Μεταβιβάσεις",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",442.000,,
31,"Πάγια περιουσιακά στοιχεία",42.000,,
1041-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",479.000,,
23,"Μεταβιβάσεις",305.000,,
24,"Αγορές αγαθών και υπηρεσιών",169.000,,
31,"Πάγια περιουσιακά στοιχεία",5.000,,
1041-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",11.387.000,,
23,"Μεταβιβάσεις",98.000,,
24,"Αγορές αγαθών και υπηρεσιών 11.289.000 STOP Σύνολο:",336.864.000,,
1041-202-0000000,"Γενική Γραμματεία Ναυτιλίας και Λιμένων",10.000.000,,
29,"Πιστώσεις υπό κατανομή",10.000.000,,
1041-202-9900000,"Αρχηγείο Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής",161.000.000,,
29,"Πιστώσεις υπό κατανομή",161.000.000,,
1041-203-0000000,"Γενική Γραμματεία Αιγαίου και Νησιωτικής Πολιτικής",50.000.000,,
29,"Πιστώσεις υπό κατανομή",50.000.000,,
1041-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",30.000.000,,
29,"Πιστώσεις υπό κατανομή 30.000.000 STOP Σύνολο:",251.000.000,,
1041-202-0000000,"Γενική Γραμματεία Ναυτιλίας και Λιμένων",200.000,,
29,"Πιστώσεις υπό κατανομή",200.000,,
1041-202-9900000,"Αρχηγείο Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής",32.300.000,,
29,"Πιστώσεις υπό κατανομή",32.300.000,,
1041-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",1.500.000,,
29,"Πιστώσεις υπό κατανομή",1.500.000,,
1041-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",30.000.000,,
21,"Παροχές σε εργαζομένους",14.521.000,,
22,"Κοινωνικές παροχές",800.000,,
23,"Μεταβιβάσεις",12.920.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.502.000,,
1045-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Τουρισμού",1.706.000,,
21,"Παροχές σε εργαζομένους",1.303.000,,
24,"Αγορές αγαθών και υπηρεσιών",403.000,,
1045-202-0000000,"Γενική Γραμματεία Τουριστικής Πολιτικής και Ανάπτυξης",6.028.000,,
21,"Παροχές σε εργαζομένους",5.589.000,,
24,"Αγορές αγαθών και υπηρεσιών",439.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",31.559.000,,
21,"Παροχές σε εργαζομένους",7.629.000,,
22,"Κοινωνικές παροχές",800.000,,
23,"Μεταβιβάσεις",12.920.000,,
24,"Αγορές αγαθών και υπηρεσιών",9.660.000,,
31,"Πάγια περιουσιακά στοιχεία 550.000 STOP Σύνολο:",39.293.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",40.000.000,,
29,"Πιστώσεις υπό κατανομή",40.000.000,,
1045-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Τουρισμού",109.000.000,,
29,"Πιστώσεις υπό κατανομή 109.000.000 STOP Σύνολο:",149.000.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",1.000.000,,
21,"Παροχές σε εργαζομένους",22.683.000,,
23,"Μεταβιβάσεις",87.089.000,,
24,"Αγορές αγαθών και υπηρεσιών",24.840.000,,
25,"Επιδοτήσεις",15.000.000,,
1053-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Ψηφιακής Διακυβέρνησης",1.994.000,,
21,"Παροχές σε εργαζομένους",1.560.000,,
24,"Αγορές αγαθών και υπηρεσιών",425.000,,
31,"Πάγια περιουσιακά στοιχεία",9.000,,
1053-201-0000000,"Γενική Γραμματεία Τηλεπικοινωνιών και Ταχυδρομείων",40.945.000,,
21,"Παροχές σε εργαζομένους",2.372.000,,
23,"Μεταβιβάσεις",21.949.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.617.000,,
25,"Επιδοτήσεις",15.000.000,,
31,"Πάγια περιουσιακά στοιχεία",7.000,,
1053-204-0000000,"Γενική Γραμματεία Πληροφοριακών Συστημάτων και Ψηφιακής Διακυβέρνησης",86.426.000,,
21,"Παροχές σε εργαζομένους",14.797.000,,
23,"Μεταβιβάσεις",50.225.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.304.000,,
31,"Πάγια περιουσιακά στοιχεία",2.100.000,,
1053-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ψηφιακής Διακυβέρνησης  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",22.563.000,,
21,"Παροχές σε εργαζομένους",3.954.000,,
23,"Μεταβιβάσεις",14.915.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.494.000,,
31,"Πάγια περιουσιακά στοιχεία 200.000 STOP Σύνολο:",151.928.000,,
1053-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ψηφιακής Διακυβέρνησης  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",80.000.000,,
29,"Πιστώσεις υπό κατανομή",80.000.000,,
1053-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Ψηφιακής Διακυβέρνησης",752.000.000,,
29,"Πιστώσεις υπό κατανομή 752.000.000 STOP Σύνολο:",832.000.000,,
1053-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ψηφιακής Διακυβέρνησης  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",90.000.000,,
21,"Παροχές σε εργαζομένους",32.074.000,,
23,"Μεταβιβάσεις",50.180.000,,
24,"Αγορές αγαθών και υπηρεσιών",18.770.000,,
29,"Πιστώσεις υπό κατανομή",40.500.000,,
1055-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Μετανάστευσης και Ασύλου",2.367.000,,
21,"Παροχές σε εργαζομένους",1.485.000,,
24,"Αγορές αγαθών και υπηρεσιών",845.000,,
31,"Πάγια περιουσιακά στοιχεία",37.000,,
1055-202-0000000,"Γενική Γραμματεία Μεταναστευτικής Πολιτικής",57.809.000,,
21,"Παροχές σε εργαζομένους",13.751.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.462.000,,
29,"Πιστώσεις υπό κατανομή",40.500.000,,
31,"Πάγια περιουσιακά στοιχεία",96.000,,
1055-206-0000000,"Γενική Γραμματεία Υποδοχής Αιτούντων Άσυλο",71.277.000,,
21,"Παροχές σε εργαζομένους",10.637.000,,
23,"Μεταβιβάσεις",50.000.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.548.000,,
31,"Πάγια περιουσιακά στοιχεία",92.000,,
1055-207-0000000,"Γενική Γραμματεία Ευάλωτων Πολιτών και Θεσμικής Προστασίας",838.000,,
21,"Παροχές σε εργαζομένους",712.000,,
24,"Αγορές αγαθών και υπηρεσιών",79.000,,
31,"Πάγια περιουσιακά στοιχεία",47.000,,
1055-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Μετανάστευσης και Ασύλου  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",9.580.000,,
21,"Παροχές σε εργαζομένους",5.489.000,,
23,"Μεταβιβάσεις",180.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.836.000,,
31,"Πάγια περιουσιακά στοιχεία 75.000 STOP Σύνολο:",141.871.000,,
1055-202-0000000,"Γενική Γραμματεία Μεταναστευτικής Πολιτικής",1.000.000,,
29,"Πιστώσεις υπό κατανομή",1.000.000,,
1055-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Μετανάστευσης και Ασύλου",28.000.000,,
29,"Πιστώσεις υπό κατανομή 28.000.000 STOP Σύνολο:",29.000.000,,
1055-202-0000000,"Γενική Γραμματεία Μεταναστευτικής Πολιτικής",44.225.000,,
29,"Πιστώσεις υπό κατανομή",44.225.000,,
1055-206-0000000,"Γενική Γραμματεία Υποδοχής Αιτούντων Άσυλο",222.650.000,,
29,"Πιστώσεις υπό κατανομή",222.650.000,,
1055-207-0000000,"Γενική Γραμματεία Ευάλωτων Πολιτών και Θεσμικής Προστασίας",37.775.000,,
29,"Πιστώσεις υπό κατανομή",37.775.000,,
1055-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Μετανάστευσης και Ασύλου  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",350.000,,
21,"Παροχές σε εργαζομένους",1.880.329.000,,
22,"Κοινωνικές παροχές",9.525.000,,
23,"Μεταβιβάσεις",4.158.000,,
24,"Αγορές αγαθών και υπηρεσιών",296.873.000,,
29,"Πιστώσεις υπό κατανομή",4.500.000,,
1057-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Προστασίας του Πολίτη",6.000.000,,
21,"Παροχές σε εργαζομένους",6.000.000,,
1057-201-0000000,"Γενική Γραμματεία Δημόσιας Τάξης",1.912.571.000,,
21,"Παροχές σε εργαζομένους",1.735.409.000,,
22,"Κοινωνικές παροχές",1.500.000,,
23,"Μεταβιβάσεις",2.050.000,,
24,"Αγορές αγαθών και υπηρεσιών",160.946.000,,
31,"Πάγια περιουσιακά στοιχεία",12.666.000,,
1057-201-0200400,"Διεύθυνση Διαβατηρίων και Εγγράφων Ασφαλείας",660.000,,
24,"Αγορές αγαθών και υπηρεσιών",630.000,,
31,"Πάγια περιουσιακά στοιχεία",30.000,,
1057-201-0400500,"Διεύθυνση Επικοινωνίας",220.000,,
24,"Αγορές αγαθών και υπηρεσιών",200.000,,
31,"Πάγια περιουσιακά στοιχεία",20.000,,
1057-201-0400600,"Διεύθυνση Εσωτερικών Λειτουργιών",1.550.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.400.000,,
31,"Πάγια περιουσιακά στοιχεία",150.000,,
1057-201-0500200,"Διεύθυνση Πάγιας Προκαταβολής",80.000,,
24,"Αγορές αγαθών και υπηρεσιών",75.000,,
31,"Πάγια περιουσιακά στοιχεία",5.000,,
1057-201-0500300,"Διεύθυνση Τεχνικής Υποστήριξης",2.800.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.500.000,,
31,"Πάγια περιουσιακά στοιχεία",300.000,,
1057-201-0500400,"Διεύθυνση Πληροφορικής",4.500.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.500.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000.000,,
1057-201-0500500,"Διεύθυνση Τεχνικών Εφαρμογών",1.700.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.600.000,,
31,"Πάγια περιουσιακά στοιχεία",100.000,,
1057-201-0500600,"Υποδιεύθυνση Τεχνικών Εφαρμογών Βορείου Ελλάδος",320.000,,
24,"Αγορές αγαθών και υπηρεσιών",300.000,,
31,"Πάγια περιουσιακά στοιχεία",20.000,,
1057-201-0600000,"Γενική Διεύθυνση Προστασίας Επισήμων και Ευπαθών Στόχων",120.000,,
24,"Αγορές αγαθών και υπηρεσιών",100.000,,
