Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
21,"Παροχές σε εργαζομένους",422.000,,
23,"Μεταβιβάσεις",3.000,,
24,"Αγορές αγαθών και υπηρεσιών",198.000,,
29,"Πιστώσεις υπό κατανομή",5.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",33.000,,
1039-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Ρυθμιστική Αρχή Σιδηροδρόμων» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Υποδομών και Μεταφορών",1.123.000,,
21,"Παροχές σε εργαζομένους",810.000,,
24,"Αγορές αγαθών και υπηρεσιών",281.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 32.000 STOP Σύνολο:",756.210.000,,
1039-202-0000000,"Γενική Γραμματεία Υποδομών",162.450.000,,
29,"Πιστώσεις υπό κατανομή",162.450.000,,
1039-203-0000000,"Γενική Γραμματεία Μεταφορών",32.500.000,,
29,"Πιστώσεις υπό κατανομή",32.500.000,,
1039-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υποδομών και Μεταφορών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",75.050.000,,
29,"Πιστώσεις υπό κατανομή",75.050.000,,
1039-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Υποδομών και Μεταφορών",200.000.000,,
29,"Πιστώσεις υπό κατανομή 200.000.000 STOP Σύνολο:",470.000.000,,
1039-202-0000000,"Γενική Γραμματεία Υποδομών",653.645.000,,
29,"Πιστώσεις υπό κατανομή",653.645.000,,
1039-203-0000000,"Γενική Γραμματεία Μεταφορών",166.350.000,,
29,"Πιστώσεις υπό κατανομή",166.350.000,,
1039-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υποδομών και Μεταφορών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",5.000,,
21,"Παροχές σε εργαζομένους",239.637.000,,
22,"Κοινωνικές παροχές",5.500.000,,
23,"Μεταβιβάσεις",4.430.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.430.000,,
29,"Πιστώσεις υπό κατανομή",1.200.000,,
1041-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων καιΥπηρεσιακού Γραμματέα του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",1.736.000,,
21,"Παροχές σε εργαζομένους",1.603.000,,
24,"Αγορές αγαθών και υπηρεσιών",130.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1041-202-0000000,"Γενική Γραμματεία Λιμένων  Λιμενικής Πολιτικής και Ναυτιλιακών Επενδύσεων",7.385.000,,
21,"Παροχές σε εργαζομένους",6.534.000,,
23,"Μεταβιβάσεις",800.000,,
24,"Αγορές αγαθών και υπηρεσιών",51.000,,
1041-203-0000000,"Γενική Γραμματεία Αιγαίου και Νησιωτικής Πολιτικής",2.657.000,,
21,"Παροχές σε εργαζομένους",2.177.000,,
24,"Αγορές αγαθών και υπηρεσιών",448.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",32.000,,
1041-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",337.000,,
23,"Μεταβιβάσεις",185.000,,
24,"Αγορές αγαθών και υπηρεσιών",148.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",4.000,,
1041-502-0000000,"Αρχηγείο Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής",260.914.000,,
21,"Παροχές σε εργαζομένους",229.323.000,,
22,"Κοινωνικές παροχές",5.500.000,,
23,"Μεταβιβάσεις",3.347.000,,
24,"Αγορές αγαθών και υπηρεσιών",21.353.000,,
29,"Πιστώσεις υπό κατανομή",1.200.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",191.000,,
1041-502-0100400,"Κεντρικό Λιμεναρχείο Λαυρίου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0100500,"Λιμεναρχείο Σαρωνικού",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.000,,
1041-502-0100700,"Λιμεναρχείο Αίγινας",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0101000,"Λιμεναρχείο Πόρου",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.000,,
1041-502-0200100,"Κεντρικό Λιμεναρχείο Θεσσαλονίκης",5.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1041-502-0200300,"Κεντρικό Λιμεναρχείο Αλεξανδρούπολης",25.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
1041-502-0200500,"Λιμεναρχείο Ιερισσού",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0300200,"Κεντρικό Λιμεναρχείο Κέρκυρας",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0300300,"Λιμεναρχείο Πρέβεζας",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0300500,"Λιμεναρχείο Ιθάκης",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0300600,"Λιμεναρχείο Κεφαλληνίας",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0300700,"Λιμεναρχείο Ζακύνθου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0400200,"Κεντρικό Λιμεναρχείο Χαλκίδας",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0400300,"Λιμεναρχείο Στυλίδας",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.000,,
1041-502-0400400,"Λιμεναρχείο Αιδηψού",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0400500,"Λιμεναρχείο Καρύστου",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.000,,
1041-502-0400600,"Λιμεναρχείο Κύμης",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0400700,"Λιμεναρχείο Σκιάθου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0500300,"Λιμεναρχείο Ναυπλίου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0500400,"Λιμεναρχείο Νεάπολης Βοιών",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0500500,"Λιμεναρχείο Γυθείου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0500600,"Λιμεναρχείο Πύλου",5.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1041-502-0500900,"Λιμεναρχείο Ιτέας",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0600100,"Λιμεναρχείο Σύρου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0600200,"Λιμεναρχείο Πάρου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0600300,"Λιμεναρχείο Νάξου",25.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
1041-502-0600400,"Λιμεναρχείο Άνδρου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0600500,"Λιμεναρχείο Μήλου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0600700,"Λιμεναρχείο Ίου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0600800,"Λιμεναρχείο Τήνου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0600900,"Λιμεναρχείο Μυκόνου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0700100,"Κεντρικό Λιμεναρχείο Ηρακλείου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0700200,"Κενρικό Λιμεναρχείο Χανίων",1.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.000,,
1041-502-0700300,"Λιμεναρχείο Ρεθύμνου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0700400,"Λιμεναρχείο Αγίου Νικολάου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0700600,"Λιμεναρχείο Ιεράπετρας",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0800100,"Κεντρικό Λιμεναρχείο Ρόδου",23.000,,
24,"Αγορές αγαθών και υπηρεσιών",23.000,,
1041-502-0800200,"Λιμεναρχείο Κω",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0800300,"Λιμεναρχείο Πάτμου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-502-0800400,"Λιμεναρχείο Λέρου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0800500,"Λιμεναρχείο Καλύμνου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0800600,"Λιμεναρχείο Σύμης",1.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.000,,
1041-502-0900100,"Κεντρικό Λιμεναρχείο Μυτιλήνης",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0900200,"Κεντρικό Λιμεναρχείο Χίου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
1041-502-0900300,"Λιμεναρχείο Σάμου",25.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
1041-502-0900400,"Λιμεναρχείο Μύρινας",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1041-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",2.648.000,,
23,"Μεταβιβάσεις",98.000,,
24,"Αγορές αγαθών και υπηρεσιών 2.550.000 STOP Σύνολο:",276.427.000,,
1041-202-0000000,"Γενική Γραμματεία Λιμένων  Λιμενικής Πολιτικής και Ναυτιλιακών Επενδύσεων",4.400.000,,
29,"Πιστώσεις υπό κατανομή",4.400.000,,
1041-203-0000000,"Γενική Γραμματεία Αιγαίου και Νησιωτικής Πολιτικής",23.800.000,,
29,"Πιστώσεις υπό κατανομή",23.800.000,,
1041-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",45.000.000,,
29,"Πιστώσεις υπό κατανομή",45.000.000,,
1041-502-0000000,"Αρχηγείο Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής",51.800.000,,
29,"Πιστώσεις υπό κατανομή 51.800.000 STOP Σύνολο:",125.000.000,,
1041-202-0000000,"Γενική Γραμματεία Λιμένων  Λιμενικής Πολιτικής και Ναυτιλιακών Επενδύσεων",500.000,,
29,"Πιστώσεις υπό κατανομή",500.000,,
1041-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",11.000.000,,
29,"Πιστώσεις υπό κατανομή",11.000.000,,
1041-502-0000000,"Αρχηγείο Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής",15.000.000,,
29,"Πιστώσεις υπό κατανομή",15.000.000,,
1041-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Ναυτιλίας και Νησιωτικής Πολιτικής",23.500.000,,
21,"Παροχές σε εργαζομένους",15.687.000,,
22,"Κοινωνικές παροχές",480.000,,
23,"Μεταβιβάσεις",12.920.000,,
24,"Αγορές αγαθών και υπηρεσιών",9.698.000,,
1045-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Τουρισμού",1.873.000,,
21,"Παροχές σε εργαζομένους",1.428.000,,
24,"Αγορές αγαθών και υπηρεσιών",445.000,,
1045-202-0000000,"Γενική Γραμματεία Τουριστικής Πολιτικής & Ανάπτυξης",7.039.000,,
21,"Παροχές σε εργαζομένους",6.624.000,,
24,"Αγορές αγαθών και υπηρεσιών",415.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",30.573.000,,
21,"Παροχές σε εργαζομένους",7.635.000,,
22,"Κοινωνικές παροχές",480.000,,
23,"Μεταβιβάσεις",12.920.000,,
24,"Αγορές αγαθών και υπηρεσιών",8.838.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 700.000 STOP Σύνολο:",39.485.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",25.000.000,,
29,"Πιστώσεις υπό κατανομή",25.000.000,,
1045-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Τουρισμού",10.000.000,,
29,"Πιστώσεις υπό κατανομή 10.000.000 STOP Σύνολο:",35.000.000,,
1045-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Τουρισμού  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",10.000.000,,
21,"Παροχές σε εργαζομένους",21.287.000,,
23,"Μεταβιβάσεις",174.610.000,,
24,"Αγορές αγαθών και υπηρεσιών",26.278.000,,
25,"Επιδοτήσεις",15.000.000,,
1053-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Ψηφιακής Διακυβέρνησης",1.943.000,,
21,"Παροχές σε εργαζομένους",1.509.000,,
24,"Αγορές αγαθών και υπηρεσιών",425.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",9.000,,
1053-201-0000000,"Γενική Γραμματεία Τηλεπικοινωνιών και Ταχυδρομείων",38.942.000,,
21,"Παροχές σε εργαζομένους",1.765.000,,
23,"Μεταβιβάσεις",19.969.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.200.000,,
25,"Επιδοτήσεις",15.000.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",8.000,,
1053-202-0000000,"Γενική Γραμματεία Πληροφοριακών Συστημάτων Δημόσιας Διοίκησης",172.597.000,,
21,"Παροχές σε εργαζομένους",11.288.000,,
23,"Μεταβιβάσεις",139.150.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.150.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.009.000,,
1053-203-0000000,"Γενική Γραμματεία Ψηφιακής Διακυβέρνησης και Απλούστευσης Διαδικασιών",4.746.000,,
21,"Παροχές σε εργαζομένους",2.846.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.854.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",46.000,,
1053-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ψηφιακής Διακυβέρνησης  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",22.350.000,,
21,"Παροχές σε εργαζομένους",3.879.000,,
23,"Μεταβιβάσεις",15.491.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.649.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 331.000 STOP Σύνολο:",240.578.000,,
1053-203-0000000,"Γενική Γραμματεία Ψηφιακής Διακυβέρνησης και Απλούστευσης Διαδικασιών",54.000.000,,
29,"Πιστώσεις υπό κατανομή",54.000.000,,
1053-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Ψηφιακής Διακυβέρνησης",500.000.000,,
29,"Πιστώσεις υπό κατανομή 500.000.000 STOP Σύνολο:",554.000.000,,
1053-203-0000000,"Γενική Γραμματεία Ψηφιακής Διακυβέρνησης και Απλούστευσης Διαδικασιών",160.000.000,,
21,"Παροχές σε εργαζομένους",23.315.000,,
23,"Μεταβιβάσεις",25.180.000,,
24,"Αγορές αγαθών και υπηρεσιών",28.994.000,,
29,"Πιστώσεις υπό κατανομή",15.000.000,,
1055-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Μετανάστευσης και Ασύλου",2.066.000,,
21,"Παροχές σε εργαζομένους",1.415.000,,
24,"Αγορές αγαθών και υπηρεσιών",600.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",51.000,,
1055-202-0000000,"Γενική Γραμματεία Μεταναστευτικής Πολιτικής",27.769.000,,
21,"Παροχές σε εργαζομένους",10.856.000,,
23,"Μεταβιβάσεις",180.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.643.000,,
29,"Πιστώσεις υπό κατανομή",15.000.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",90.000,,
1055-203-0000000,"Γενική Γραμματεία Υποδοχής Αιτούντων Άσυλο",7.535.000,,
21,"Παροχές σε εργαζομένους",6.062.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.442.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",31.000,,
1055-204-0000000,"Ειδική Γραμματεία Προστασίας Ασυνόδευτων Ανηλίκων",245.000,,
21,"Παροχές σε εργαζομένους",209.000,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",6.000,,
1055-205-0000000,"Ειδική Γραμματεία Συντονισμού Εμπλεκομένων Φορέων",50.248.000,,
21,"Παροχές σε εργαζομένους",212.000,,
23,"Μεταβιβάσεις",25.000.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.030.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",6.000,,
1055-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Μετανάστευσης και Ασύλου  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",4.850.000,,
21,"Παροχές σε εργαζομένους",4.561.000,,
24,"Αγορές αγαθών και υπηρεσιών",249.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 40.000 STOP Σύνολο:",92.713.000,,
1055-202-0000000,"Γενική Γραμματεία Μεταναστευτικής Πολιτικής",500.000,,
29,"Πιστώσεις υπό κατανομή",500.000,,
1055-203-0000000,"Γενική Γραμματεία Υποδοχής Αιτούντων Άσυλο",500.000,,
29,"Πιστώσεις υπό κατανομή",500.000,,
1055-204-0000000,"Ειδική Γραμματεία Προστασίας Ασυνόδευτων Ανηλίκων",4.000.000,,
29,"Πιστώσεις υπό κατανομή",4.000.000,,
1055-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Μετανάστευσης και Ασύλου  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",5.000.000,,
29,"Πιστώσεις υπό κατανομή",5.000.000,,
1055-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Μετανάστευσης και Ασύλου",20.929.000,,
29,"Πιστώσεις υπό κατανομή 20.929.000 STOP Σύνολο:",30.929.000,,
1055-202-0000000,"Γενική Γραμματεία Μεταναστευτικής Πολιτικής",17.000.000,,
29,"Πιστώσεις υπό κατανομή",17.000.000,,
1055-203-0000000,"Γενική Γραμματεία Υποδοχής Αιτούντων Άσυλο",79.000.000,,
29,"Πιστώσεις υπό κατανομή",79.000.000,,
1055-204-0000000,"Ειδική Γραμματεία Προστασίας Ασυνόδευτων Ανηλίκων",3.200.000,,
29,"Πιστώσεις υπό κατανομή",3.200.000,,
1055-205-0000000,"Ειδική Γραμματεία Συντονισμού Εμπλεκομένων Φορέων",700.000,,
29,"Πιστώσεις υπό κατανομή",700.000,,
1055-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Μετανάστευσης και Ασύλου  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",20.100.000,,
21,"Παροχές σε εργαζομένους",1.681.050.000,,
22,"Κοινωνικές παροχές",4.925.000,,
23,"Μεταβιβάσεις",2.567.000,,
24,"Αγορές αγαθών και υπηρεσιών",198.599.000,,
29,"Πιστώσεις υπό κατανομή",4.560.000,,
1057-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Προστασίας του Πολίτη",7.467.000,,
21,"Παροχές σε εργαζομένους",7.467.000,,
1057-201-0000000,"Γενική Γραμματεία Δημόσιας Τάξης",1.641.867.000,,
21,"Παροχές σε εργαζομένους",1.541.218.000,,
22,"Κοινωνικές παροχές",1.900.000,,
23,"Μεταβιβάσεις",2.050.000,,
24,"Αγορές αγαθών και υπηρεσιών",95.478.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.221.000,,
1057-201-0200400,"Διεύθυνση Διαβατηρίων και Εγγράφων Ασφαλείας",520.000,,
24,"Αγορές αγαθών και υπηρεσιών",500.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0400500,"Διεύθυνση Επικοινωνίας",200.000,,
24,"Αγορές αγαθών και υπηρεσιών",180.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0400600,"Διεύθυνση Εσωτερικών Λειτουργιών",1.030.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.000.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",30.000,,
1057-201-0500200,"Διεύθυνση Πάγιας Προκαταβολής",90.000,,
24,"Αγορές αγαθών και υπηρεσιών",80.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",10.000,,
1057-201-0500300,"Διεύθυνση Τεχνικής Υποστήριξης",1.600.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.500.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",100.000,,
1057-201-0500400,"Διεύθυνση Πληροφορικής",2.200.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.000.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",200.000,,
1057-201-0500500,"Διεύθυνση Τεχνικών Εφαρμογών",1.420.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.400.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0500600,"Υποδιεύθυνση Τεχνικών Εφαρμογών Βορείου Ελλάδος",320.000,,
24,"Αγορές αγαθών και υπηρεσιών",300.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0600000,"Γενική Διεύθυνση Προστασίας Επισήμων και Ευπαθών Στόχων",120.000,,
24,"Αγορές αγαθών και υπηρεσιών",100.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0600100,"Υπηρεσία Προστασίας Προέδρου της Δημοκρατίας",140.000,,
24,"Αγορές αγαθών και υπηρεσιών",120.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0600200,"Υπηρεσία Προστασίας Προέδρου της Κυβέρνησης",170.000,,
24,"Αγορές αγαθών και υπηρεσιών",150.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0600300,"Υπηρεσία Ασφαλείας Βουλής των Ελλήνων",50.000,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0600400,"Υπηρεσία Ασφαλείας Μελών της Κυβέρνησης και Πολιτικών Προσώπων",520.000,,
24,"Αγορές αγαθών και υπηρεσιών",500.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0600500,"Υπηρεσία Προστασίας Αλλοδαπών Αξιωματούχων και Ευπαθών Στόχων",270.000,,
24,"Αγορές αγαθών και υπηρεσιών",250.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0700000,"Αστυνομική Ακαδημία",1.120.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.100.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0700100,"Σχολή Αστυφυλάκων Ελληνικής Αστυνομίας",1.020.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.000.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0700200,"Σχολή Αξιωματικών Ελληνικής Αστυνομίας",320.000,,
24,"Αγορές αγαθών και υπηρεσιών",300.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0700300,"Σχολή Μετεκπαίδευσης και Επιμόρφωσης Ελληνικής Αστυνομίας",170.000,,
24,"Αγορές αγαθών και υπηρεσιών",150.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0700400,"Σχολή Εθνικής Ασφαλείας",50.000,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0800100,"Διεύθυνση Ασφάλειας Αττικής",1.620.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.600.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0800200,"Διεύθυνση Αστυνομίας Αθηνών",5.270.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.250.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0800300,"Διεύθυνση Αστυνομίας Πειραιώς",1.420.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.400.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0800400,"Διεύθυνση Αστυνομίας Δυτικής Αττικής",1.520.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.500.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",20.000,,
1057-201-0800500,"Διεύθυνση Αστυνομίας Βορειοανατολικής Αττικής",1.620.000,,
